OpenCC繁體,香港繁體,臺灣正體,大陸簡體,日本簡體,異體字
己,己,己,己,己,
袞,袞,袞,衮,袞,衮
銻,銻,銻,锑,銻,锑
姉,姉,姉,姉,姉,姊
肝,肝,肝,肝,肝,
團,團,團,团,団,团団
匣,匣,匣,匣,匣,
堀,堀,堀,堀,堀,
徬,徬,徬,徬,徬,彷
亂,亂,亂,乱,乱,乱
沐,沐,沐,沐,沐,
哎,哎,哎,哎,哎,
私,私,私,私,私,俬厶
拷,拷,拷,拷,拷,
勾,勾,勾,勾,勾,句
錐,錐,錐,锥,錐,锥
見,見,見,见,見,见
皺,皺,皺,皱,皺,皱縐
櫥,櫥,櫥,橱,櫥,橱櫉
洌,洌,洌,洌,洌,冽
銅,銅,銅,铜,銅,铜
靈,靈,靈,灵,霊,灵霊
雀,雀,雀,雀,雀,
喝,喝,喝,喝,喝,喝
王,王,王,王,王,
柬,柬,柬,柬,柬,
蓑,蓑,蓑,蓑,蓑,簑
激,激,激,激,激,
您,您,您,您,您,
減,減,減,减,減,减
彆,彆,彆,别,彆,别
巨,巨,巨,巨,巨,鉅钜
欺,欺,欺,欺,欺,
棲,棲,棲,栖,棲,栖
森,森,森,森,森,
銳,鋭,銳,锐,銳,鋭锐
忽,忽,忽,忽,忽,
嫩,嫩,嫩,嫩,嫩,媆𡞾
馴,馴,馴,驯,馴,驯
蜥,蜥,蜥,蜥,蜥,
鈞,鈞,鈞,钧,鈞,銁钧
館,館,館,馆,館,舘馆
暖,暖,暖,暖,暖,煖
孺,孺,孺,孺,孺,
鑑,鑑,鑑,鉴,鑑,鉴鑒
瞑,瞑,瞑,瞑,瞑,
訪,訪,訪,访,訪,访
歷,歷,歷,历,歴,历厯曆歴
藤,藤,藤,藤,藤,籐
潸,潸,潸,潸,潸,𣽽
恕,恕,恕,恕,恕,
礦,礦,礦,矿,礦,矿砿鉱鑛
勗,勗,勗,勗,勗,勖朂
跚,跚,跚,跚,跚,
艦,艦,艦,舰,艦,舰
崩,崩,崩,崩,崩,
或,或,或,或,或,
峨,峨,峨,峨,峨,峩
測,測,測,测,測,测
臉,臉,臉,脸,臉,脸
衙,衙,衙,衙,衙,
鞍,鞍,鞍,鞍,鞍,鞌
磬,磬,磬,磬,磬,
劣,劣,劣,劣,劣,
事,事,事,事,事,亊
狷,狷,狷,狷,狷,獧
肚,肚,肚,肚,肚,
汀,汀,汀,汀,汀,
懸,懸,懸,悬,懸,悬
閥,閥,閥,阀,閥,阀
俗,俗,俗,俗,俗,
商,商,商,商,商,
龜,龜,龜,龟,亀,亀龟
拿,拿,拿,拿,拿,拏挐
趾,趾,趾,趾,趾,
刎,刎,刎,刎,刎,
垢,垢,垢,垢,垢,
阡,阡,阡,阡,阡,仟
涵,涵,涵,涵,涵,
奇,奇,奇,奇,奇,竒
甩,甩,甩,甩,甩,
曼,曼,曼,曼,曼,㬅
退,退,退,退,退,
匍,匍,匍,匍,匍,
偉,偉,偉,伟,偉,伟
蹊,蹊,蹊,蹊,蹊,
鯨,鯨,鯨,鲸,鯨,鲸
氣,氣,氣,气,気,气気炁
主,主,主,主,主,
枝,枝,枝,枝,枝,
戾,戾,戾,戾,戻,戻
浙,浙,浙,浙,浙,
論,論,論,论,論,论
搞,搞,搞,搞,搞,攪
鄒,鄒,鄒,邹,鄒,邹
靚,靚,靚,靓,靚,靓靜
愕,愕,愕,愕,愕,
怠,怠,怠,怠,怠,
划,划,划,划,划,劃畫
攜,攜,攜,携,攜,携
州,州,州,州,州,
躡,躡,躡,蹑,躡,蹑
輸,輸,輸,输,輸,输
發,發,發,发,発,发彂発
壁,壁,壁,壁,壁,
彪,彪,彪,彪,彪,
和,和,和,和,和,咊龢
朗,朗,朗,朗,朗,朖朗
每,每,每,每,毎,毎
踹,踹,踹,踹,踹,跴
榫,榫,榫,榫,榫,
薰,薰,薰,熏薰,薫,熏薫
薯,薯,薯,薯,薯,藷
兜,兜,兜,兜,兜,
夫,夫,夫,夫,夫,伕
祺,祺,祺,祺,祺,禥
仳,仳,仳,仳,仳,
鴒,鴒,鴒,鸰,鴒,鸰
卡,卡,卡,卡,卡,
玻,玻,玻,玻,玻,
窩,窩,窩,窝,窩,窝
蛇,蛇,蛇,蛇,蛇,
爽,爽,爽,爽,爽,
衊,衊,衊,蔑,衊,蔑
濡,濡,濡,濡,濡,
咎,咎,咎,咎,咎,
笆,笆,笆,笆,笆,巴
愈,愈,愈,愈,愈,愉癒
穿,穿,穿,穿,穿,
駙,駙,駙,驸,駙,驸
瓜,瓜,瓜,瓜,瓜,
翳,翳,翳,翳,翳,
抽,抽,抽,抽,抽,𢭆
篛,篛,篛,篛,篛,箬
須,須,須,须,須,湏须
躊,躊,躊,踌,躊,踌
徨,徨,徨,徨,徨,遑
獻,獻,獻,献,献,献
忍,忍,忍,忍,忍,㣼
騎,騎,騎,骑,騎,骑
藐,藐,藐,藐,藐,
廣,廣,廣,广,広,广広
扁,扁,扁,扁,扁,碥
彷,彷,彷,仿彷,彷,仿徬髣
迪,迪,迪,迪,迪,廸
籌,籌,籌,筹,籌,筹
橡,橡,橡,橡,橡,
胡,胡,胡,胡,胡,衚鬍
色,色,色,色,色,
鄂,鄂,鄂,鄂,鄂,
嘰,嘰,嘰,叽,嘰,叽
琪,琪,琪,琪,琪,
幾,幾,幾,几,幾,几
隍,隍,隍,隍,隍,堭
導,導,導,导,導,导
拴,拴,拴,拴,拴,揎
罔,罔,罔,罔,罔,网
小,小,小,小,小,
豉,豉,豉,豉,豉,
蹴,蹴,蹴,蹴,蹴,蹵
鉸,鉸,鉸,铰,鉸,铰
距,距,距,距,距,
繭,繭,繭,茧,繭,茧
誨,誨,誨,诲,誨,诲
舷,舷,舷,舷,舷,
正,正,正,正,正,
僞,偽,偽,伪,偽,伪偽
窟,窟,窟,窟,窟,
云,云,云,云,云,雲
琢,琢,琢,琢,琢,琢
趁,趁,趁,趁,趁,趂
裂,裂,裂,裂,裂,
捱,捱,捱,挨,捱,挨
鍛,鍛,鍛,锻,鍛,煅锻
惡,惡,惡,恶,悪,恶悪𢙣
潑,潑,潑,泼,潑,泼溌
槌,槌,槌,槌,槌,棰椎
篾,篾,篾,篾,篾,
躭,躭,躭,躭,躭,眈耽
樸,樸,樸,朴,樸,朴
箝,箝,箝,箝,箝,鉗钳
羌,羌,羌,羌,羌,羗
恣,恣,恣,恣,恣,
核,核,核,核,核,覈
償,償,償,偿,償,偿
血,血,血,血,血,
欲,欲,欲,欲,欲,慾
飢,飢,飢,饥,飢,饑饥
漕,漕,漕,漕,漕,
胳,胳,胳,胳,胳,肐𩨘
到,到,到,到,到,
索,索,索,索,索,
莒,莒,莒,莒,莒,
嘩,嘩,嘩,哗,嘩,哗譁
凸,凸,凸,凸,凸,
典,典,典,典,典,
綺,綺,綺,绮,綺,绮
犁,犁,犁,犁,犁,犂
窠,窠,窠,窠,窠,
沼,沼,沼,沼,沼,
舢,舢,舢,舢,舢,
縑,縑,縑,缣,縑,缣
魔,魔,魔,魔,魔,
捺,捺,捺,捺,捺,
納,納,納,纳,納,纳
罩,罩,罩,罩,罩,䈇
呃,呃,呃,呃,呃,
咒,咒,咒,咒,呪,呪
琦,琦,琦,琦,琦,
隷,隷,隷,隷,隷,隸
壩,壩,壩,坝,壩,坝垻
選,選,選,选,選,选
防,防,防,防,防,
拄,拄,拄,拄,拄,
睞,睞,睞,睐,睞,睐
駒,駒,駒,驹,駒,驹
方,方,方,方,方,
往,往,往,往,往,徃
液,液,液,液,液,
繽,繽,繽,缤,繽,缤
圳,圳,圳,圳,圳,
斌,斌,斌,斌,斌,彬
蔘,蔘,蔘,参,蔘,参
薦,薦,薦,荐,薦,荐
蜈,蜈,蜈,蜈,蜈,
中,中,中,中,中,
臟,臟,臟,脏,臓,脏臓
詭,詭,詭,诡,詭,诡
攝,攝,攝,摄,摂,摂摄
比,比,比,比,比,
茸,茸,茸,茸,茸,
膾,膾,膾,脍,膾,脍鱠
蔔,蔔,蔔,卜,蔔,卜菔
麓,麓,麓,麓,麓,梺
蛟,蛟,蛟,蛟,蛟,
傻,傻,傻,傻,傻,儍
究,究,究,究,究,
篁,篁,篁,篁,篁,
佯,佯,佯,佯,佯,
骨,骨,骨,骨,骨,
渦,渦,渦,涡,渦,涡
送,送,送,送,送,
烏,烏,烏,乌,烏,乌
奠,奠,奠,奠,奠,
痙,痙,痙,痉,痙,痉
蝙,蝙,蝙,蝙,蝙,
豈,豈,豈,岂,豈,岂
价,价,价,价,价,價
濁,濁,濁,浊,濁,浊
漾,漾,漾,漾,漾,瀁
吵,吵,吵,吵,吵,
沾,沾,沾,沾,沾,
掘,掘,掘,掘,掘,撅
滄,滄,滄,沧,滄,沧
螂,螂,螂,螂,螂,蜋
痲,痲,痲,痲,痲,痳
榜,榜,榜,榜,榜,
需,需,需,需,需,
怯,怯,怯,怯,怯,
箏,箏,箏,筝,箏,筝
藝,藝,藝,艺,芸,兿埶秇艺芸蓺
碰,碰,碰,碰,碰,掽
搔,搔,搔,搔,掻,掻
黠,黠,黠,黠,黠,
截,截,截,截,截,
夕,夕,夕,夕,夕,
剿,剿,剿,剿,剿,勦𠞰
概,概,概,概,概,槩槪
祐,祐,祐,祐,祐,佑祐
莽,莽,莽,莽,莽,
匙,匙,匙,匙,匙,鍉
鳴,鳴,鳴,鸣,鳴,鸣
藉,藉,藉,借藉,藉,借
嗨,嗨,嗨,嗨,嗨,
照,照,照,照,照,炤
預,預,預,预,預,豫预
皈,皈,皈,皈,皈,歸
頗,頗,頗,颇,頗,颇
扱,扱,扱,扱,扱,插
僥,僥,僥,侥,僥,侥儌徺
黎,黎,黎,黎,黎,
你,你,你,你,你,伱妳
寸,寸,寸,寸,寸,
踐,踐,踐,践,践,践
炎,炎,炎,炎,炎,
卅,卅,卅,卅,卅,
好,好,好,好,好,
違,違,違,违,違,违
邑,邑,邑,邑,邑,
渠,渠,渠,渠,渠,
嬤,嬤,嬤,嬷,嬤,嬷
致,致,致,致,致,緻
嘖,嘖,嘖,啧,嘖,啧
姥,姥,姥,姥,姥,姆
後,後,後,后,後,后
原,原,原,原,原,
晤,晤,晤,晤,晤,
燮,燮,燮,燮,燮,
塌,塌,塌,塌,塌,
壑,壑,壑,壑,壑,
幣,幣,幣,币,幣,币幤
懦,懦,懦,懦,懦,
願,願,願,愿𫖸,願,愿𫖸
懍,懍,懍,懔,懍,懔
綑,綑,綑,捆,綑,捆
煎,煎,煎,煎,煎,
蚱,蚱,蚱,蚱,蚱,
浦,浦,浦,浦,浦,
春,春,春,春,春,萅
悟,悟,悟,悟,悟,
暉,暉,暉,晖,暉,晖
拱,拱,拱,拱,拱,
熔,熔,熔,熔,熔,鎔
弔,弔,弔,吊,弔,吊
兕,兕,兕,兕,兕,
膩,膩,膩,腻,膩,腻
玩,玩,玩,玩,玩,
悌,悌,悌,悌,悌,
夠,夠,夠,够,夠,够彀
簫,簫,簫,箫,簫,燒箫箾簘
麩,麩,麩,麸,麩,麸
寀,寀,寀,采,寀,采
掄,掄,掄,抡,掄,抡
飲,飲,飲,饮,飲,飮饮
奚,奚,奚,奚,奚,
朕,朕,朕,朕,朕,
星,星,星,星,星,
迦,迦,迦,迦,迦,
湃,湃,湃,湃,湃,
鰓,鰓,鰓,鳃,鰓,鳃
輝,輝,輝,辉,輝,煇辉
臊,臊,臊,臊,臊,𦞣
麴,麴,麴,曲麹,麹,曲麯麹
尉,尉,尉,尉,尉,
了,了,了,了,了,暸瞭
愛,愛,愛,爱,愛,爱
剩,剩,剩,剩,剰,剰賸
類,類,類,类,類,类類𩔗
煨,煨,煨,煨,煨,
奔,奔,奔,奔,奔,犇逩
搽,搽,搽,搽,搽,
話,話,話,话,話,䛡话
慈,慈,慈,慈,慈,㤵
恥,恥,恥,耻,恥,耻
兔,兔,兔,兔,兔,兎
炊,炊,炊,炊,炊,
暑,暑,暑,暑,暑,暑
鑾,鑾,鑾,銮,鑾,銮
真,真,真,真,真,眞
闔,闔,闔,阖,闔,閤阖
舵,舵,舵,舵,舵,柁
隅,隅,隅,隅,隅,
梅,梅,梅,梅,梅,楳梅
紇,紇,紇,纥,紇,纥
俞,俞,俞,俞,俞,兪
薹,薹,薹,苔薹,薹,苔
迤,迤,迤,迤,迤,
墜,墜,墜,坠,墜,坠
聞,聞,聞,闻,聞,闻
廓,廓,廓,廓,廓,
擴,擴,擴,扩,拡,扩拡
榴,榴,榴,榴,榴,橊
悼,悼,悼,悼,悼,
型,型,型,型,型,
翰,翰,翰,翰,翰,
富,富,富,富,富,冨
晒,晒,晒,晒,晒,曬
嗥,嗥,嗥,嗥,嗥,嘷嚎
坍,坍,坍,坍,坍,
饃,饃,饃,馍,饃,馍
浮,浮,浮,浮,浮,
禿,禿,禿,秃,禿,秃
鰭,鰭,鰭,鳍,鰭,鳍
颱,颱,颱,台,颱,台
金,金,金,金,金,
聽,聽,聽,听,聴,听聴聼
擁,擁,擁,拥,擁,拥
絹,絹,絹,绢,絹,绢
埂,埂,埂,埂,埂,
諉,諉,諉,诿,諉,诿餵
睏,睏,睏,困,睏,困
基,基,基,基,基,
放,放,放,放,放,
籽,籽,籽,籽,籽,
賴,賴,賴,赖,頼,赖頼
滷,滷,滷,卤,滷,卤
沽,沽,沽,沽,沽,
酌,酌,酌,酌,酌,
室,室,室,室,室,
辮,辮,辮,辫,辮,辫
渥,渥,渥,渥,渥,
魯,魯,魯,鲁,魯,鲁
殊,殊,殊,殊,殊,
塀,塀,塀,塀,塀,塀
傅,傅,傅,傅,傅,
褂,褂,褂,褂,褂,
暗,暗,暗,暗,暗,晻闇
回,回,回,回,回,囘囬廻迴逥
宇,宇,宇,宇,宇,
鄱,鄱,鄱,鄱,鄱,
障,障,障,障,障,
遞,遞,遞,递,逓,递逓
世,世,世,世,世,丗卋
蓋,蓋,蓋,盖,蓋,盖葢
悶,悶,悶,闷,悶,㥃懣闷
娥,娥,娥,娥,娥,
衫,衫,衫,衫,衫,
旨,旨,旨,旨,旨,
謨,謨,謨,谟,謨,谟
仄,仄,仄,仄,仄,
啃,啃,啃,啃,啃,齦
榻,榻,榻,榻,榻,
虞,虞,虞,虞,虞,𩦢
豁,豁,豁,豁,豁,
輓,輓,輓,挽,輓,挽
季,季,季,季,季,
框,框,框,框,框,
巽,巽,巽,巽,巽,巺
鍬,鍬,鍬,锹,鍬,鍫锹
刺,刺,刺,刺,刺,刾
陪,陪,陪,陪,陪,
唇,唇,唇,唇,唇,脣
曰,曰,曰,曰,曰,
儔,儔,儔,俦,儔,俦
口,口,口,口,口,
尤,尤,尤,尤,尤,
癬,癬,癬,癣,癬,癣
朵,朵,朵,朵,朵,朶
戌,戌,戌,戌,戌,
苜,苜,苜,苜,苜,
豚,豚,豚,豚,豚,豘
煉,煉,煉,炼,煉,炼錬
朋,朋,朋,朋,朋,
驥,驥,驥,骥,驥,骥
岩,岩巖,岩,岩,岩,巌巖
嫘,嫘,嫘,嫘,嫘,
寵,寵,寵,宠,寵,宠𠖥
瀕,瀕,瀕,濒,瀕,濒濱濵
卉,卉,卉,卉,卉,芔
閔,閔,閔,闵,閔,闵
摔,摔,摔,摔,摔,
衝,衝,衝,冲,衝,冲𧘂
帥,帥,帥,帅,帥,帅
崗,崗,崗,岗,崗,岗
坯,坯,坯,坯,坯,坏壊壞
樅,樅,樅,枞,樅,枞
沸,沸,沸,沸,沸,㵒
閂,閂,閂,闩,閂,闩
嫣,嫣,嫣,嫣,嫣,
廉,廉,廉,廉,廉,亷
筆,筆,筆,笔,筆,笔
茬,茬,茬,茬,茬,
邵,邵,邵,邵,邵,
癲,癲,癲,癫,癲,瘨癫
痣,痣,痣,痣,痣,
登,登,登,登,登,豋
烽,烽,烽,烽,烽,
董,董,董,董,董,
踢,踢,踢,踢,踢,
雖,雖,雖,虽,雖,虽
言,言,言,言,言,訁讠
卹,卹,卹,恤,卹,恤賉
鬪,鬪,鬪,鬪,鬪,闘鬥鬦鬬鬭
屋,屋,屋,屋,屋,
旭,旭,旭,旭,旭,旮旯
擱,擱,擱,搁,擱,搁
淪,淪,淪,沦,淪,沦
陵,陵,陵,陵,陵,
弦,弦,弦,弦,弦,絃
倍,倍,倍,倍,倍,
鬧,鬧,鬧,闹,鬧,閙闹
綰,綰,綰,绾,綰,绾
許,許,許,许,許,许
腥,腥,腥,腥,腥,
俎,俎,俎,俎,俎,爼
侷,侷,侷,局,侷,局
遨,遨,遨,遨,遨,
癒,癒,癒,愈,癒,愈瘉
鞣,鞣,鞣,鞣,鞣,
缸,缸,缸,缸,缸,堈罁
淡,淡,淡,淡,淡,澹
倫,倫,倫,伦,倫,伦
訊,訊,訊,讯,訊,讯
靡,靡,靡,靡,靡,
蠡,蠡,蠡,蠡,蠡,
鳳,鳳,鳳,凤,鳳,凤鳯
凝,凝,凝,凝,凝,
帆,帆,帆,帆,帆,㠶
禪,禪,禪,禅,禅,禅
鰾,鰾,鰾,鳔,鰾,鳔
咳,咳,咳,咳,咳,欬
意,意,意,意,意,
稼,稼,稼,稼,稼,
秸,秸,秸,秸,秸,稭
霉,霉,霉,霉,霉,黴
弧,弧,弧,弧,弧,
諷,諷,諷,讽,諷,讽
溫,温,溫,温,温,温
藍,藍,藍,蓝,藍,蓝
噪,噪,噪,噪,噪,喿譟
肺,肺,肺,肺,肺,
憎,憎,憎,憎,憎,憎
祝,祝,祝,祝,祝,祝
妣,妣,妣,妣,妣,
桑,桑,桑,桑,桑,桒
喇,喇,喇,喇,喇,
漏,漏,漏,漏,漏,
恬,恬,恬,恬,恬,
榆,榆,榆,榆,榆,楡
遍,遍,遍,遍,遍,徧
啦,啦,啦,啦,啦,
鐃,鐃,鐃,铙,鐃,铙
附,附,附,附,附,
梨,梨,梨,梨,梨,棃
愼,愼,愼,愼,愼,慎昚眘
柞,柞,柞,柞,柞,
妯,妯,妯,妯,妯,
杧,杧,杧,杧,杧,芒
芬,芬,芬,芬,芬,
捌,捌,捌,捌,捌,八
問,問,問,问,問,问
柳,柳,柳,柳,柳,檉
糟,糟,糟,糟,糟,醩
胖,胖,胖,胖,胖,
副,副,副,副,副,
墻,墻,墻,墙,墻,墙廧牆
轂,轂,轂,毂,轂,毂
蕃,蕃,蕃,蕃,蕃,
沛,沛,沛,沛,沛,
詰,詰,詰,诘,詰,诘
棕,棕,棕,棕,棕,㯶椶
貂,貂,貂,貂,貂,
錯,錯,錯,错,錯,错
彝,彝,彝,彝,彝,彛彜彞
暫,暫,暫,暂,暫,暂
咽,咽,咽,咽,咽,嚥
勳,勛,勳,勋,勲,勋勛勲
嫉,嫉,嫉,嫉,嫉,𡜱
揚,揚,揚,扬,揚,扬
閘,閘,閘,闸,閘,闸
剁,剁,剁,剁,剁,刴
娠,娠,娠,娠,娠,㛛
嗑,嗑,嗑,嗑,嗑,
爺,爺,爺,爷,爺,爷
齷,齷,齷,龌,齷,龌
贏,贏,贏,赢,贏,赢
鼎,鼎,鼎,鼎,鼎,𪔂
繞,繞,繞,绕,繞,绕遶
査,査,査,查,査,查
紮,紮,紮,扎,紮,扎紥
既,既,既,既,既,旣
橘,橘,橘,橘,橘,
宮,宮,宮,宫,宮,宫
蘗,蘗,蘗,蘗,蘗,檘蘖
訝,訝,訝,讶,訝,讶
信,信,信,信,信,伩
滅,滅,滅,灭,滅,灭烕
卞,卞,卞,卞,卞,
蛤,蛤,蛤,蛤,蛤,
篩,篩,篩,筛,篩,筛簁簛
鋭,鋭,鋭,锐,鋭,銳
暴,暴,暴,暴,暴,虣
飴,飴,飴,饴,飴,饴
巫,巫,巫,巫,巫,
轍,轍,轍,辙,轍,辙
覃,覃,覃,覃,覃,
祿,祿,祿,禄,禄,禄
軾,軾,軾,轼,軾,轼
遼,遼,遼,辽,遼,辽
哮,哮,哮,哮,哮,
晚,晚,晚,晚,晩,晩
毅,毅,毅,毅,毅,
頃,頃,頃,顷,頃,顷
嗷,嗷,嗷,嗷,嗷,
白,白,白,白,白,
咧,咧,咧,咧,咧,
曲,曲,曲,曲,曲,麴
箱,箱,箱,箱,箱,
飛,飛,飛,飞,飛,飞
乾,乾,乾,乾干,乾,亁干榦
甯,甯,甯,宁,甯,宁寗
僧,僧,僧,僧,僧,僧
侶,侶,侶,侣,侶,侣
蕩,蕩,蕩,荡,蕩,偒盪荡蘯
啤,啤,啤,啤,啤,
服,服,服,服,服,
帶,帶,帶,带,帯,带帯
削,削,削,削,削,
戊,戊,戊,戊,戊,
麝,麝,麝,麝,麝,
璽,璽,璽,玺,璽,壐玺
卜,卜,卜,卜,卜,蔔
兀,兀,兀,兀,兀,
硏,硏,硏,硏,硏,研
走,走,走,走,走,赱
忿,忿,忿,忿,忿,
皴,皴,皴,皴,皴,
逅,逅,逅,逅,逅,
兢,兢,兢,兢,兢,
汛,汛,汛,汛,汛,
痠,痠,痠,酸,痠,酸
曾,曾,曾,曾,曽,曽
礪,礪,礪,砺,礪,砺
惠,惠,惠,惠,恵,恵
炮,炮,炮,炮,炮,炰砲礮
哇,哇,哇,哇,哇,
糠,糠,糠,糠,糠,穅
堅,堅,堅,坚,堅,坚
孱,孱,孱,孱,孱,
箔,箔,箔,箔,箔,
姘,姘,姘,姘,姘,
槽,槽,槽,槽,槽,
釘,釘,釘,钉,釘,钉
新,新,新,新,新,
鷓,鷓,鷓,鹧,鷓,鹧
杠,杠,杠,杠,杠,槓
諜,諜,諜,谍,諜,谍
鵝,鵝,鵝,鹅,鵝,鵞鹅
建,建,建,建,建,
衡,衡,衡,衡,衡,
良,良,良,良,良,
邱,邱,邱,邱,邱,
藪,藪,藪,薮,藪,籔薮
並,並,並,并,並,併并竝
接,接,接,接,接,
睇,睇,睇,睇,睇,
譴,譴,譴,谴,譴,谴
燧,燧,燧,燧,燧,
雞,雞,雞,鸡,鶏,鳮鶏鷄鸡
啞,啞,啞,哑,唖,哑唖瘂
寧,寧,寧,宁,寧,宁寍寕寜𡨴
迫,迫,迫,迫,迫,廹
機,機,機,机,機,几机
墀,墀,墀,墀,墀,
咕,咕,咕,咕,咕,
捻,捻,捻,捻,捻,
底,底,底,底,底,㡳
賦,賦,賦,赋,賦,赋
親,親,親,亲,親,亲
球,球,球,球,球,毬
壘,壘,壘,垒,塁,垒塁
勞,勞,勞,劳,労,劳労
撇,撇,撇,撇,撇,撆
癢,癢,癢,痒,癢,痒
灌,灌,灌,灌,灌,潅
炸,炸,炸,炸,炸,煠
阮,阮,阮,阮,阮,
彗,彗,彗,彗,彗,篲
逵,逵,逵,逵,逵,
省,省,省,省,省,
臨,臨,臨,临,臨,临
疽,疽,疽,疽,疽,
麒,麒,麒,麒,麒,
舐,舐,舐,舐,舐,舓
委,委,委,委,委,
褶,褶,褶,褶,褶,
斗,斗,斗,斗,斗,鬥
桿,桿,桿,杆,桿,杆
噱,噱,噱,噱,噱,
懲,懲,懲,惩,懲,惩懲
飩,飩,飩,饨,飩,饨
餃,餃,餃,饺,餃,饺
掰,掰,掰,掰,掰,
鞭,鞭,鞭,鞭,鞭,
垠,垠,垠,垠,垠,圻
偶,偶,偶,偶,偶,
謙,謙,謙,谦,謙,谦
璩,璩,璩,璩,璩,
臬,臬,臬,臬,臬,
澳,澳,澳,澳,澳,襖𥜌
愀,愀,愀,愀,愀,
錫,錫,錫,锡,錫,锡
稍,稍,稍,稍,稍,
欽,欽,欽,钦,欽,钦
蠔,蠔,蠔,蚝,蠔,蚝𧐢
腑,腑,腑,腑,腑,
拂,拂,拂,拂,払,払
兌,兑,兌,兑,兌,兑
蒼,蒼,蒼,苍,蒼,苍
酸,酸,酸,酸,酸,痠
垣,垣,垣,垣,垣,
倔,倔,倔,倔,倔,
吳,吳,吳,吴,吳,吴呉
獐,獐,獐,獐,獐,麞
懿,懿,懿,懿,懿,
仕,仕,仕,仕,仕,
算,算,算,算,算,祘筭
漢,漢,漢,汉,漢,汉漢
翠,翠,翠,翠,翠,翆
櫛,櫛,櫛,栉,櫛,栉
躇,躇,躇,躇,躇,
來,來,來,来,来,徠来
釁,釁,釁,衅,釁,衅
霖,霖,霖,霖,霖,
櫚,櫚,櫚,榈,櫚,榈
嗎,嗎,嗎,吗,嗎,吗
鬍,鬍,鬍,胡,鬍,胡
彈,彈,彈,弹,弾,弹弾
腐,腐,腐,腐,腐,
偎,偎,偎,偎,偎,
糉,粽,粽,粽,粽,粽糭
耽,耽,耽,耽,耽,躭
樁,樁,樁,桩,樁,桩
譟,譟,譟,噪,譟,噪
毀,毀,毀,毁,毀,毁
包,包,包,包,包,勹
礁,礁,礁,礁,礁,
鬃,鬃,鬃,鬃,鬃,騌騣骔
瘀,瘀,瘀,瘀,瘀,
肘,肘,肘,肘,肘,
喜,喜,喜,喜,喜,憙
燭,燭,燭,烛,燭,烛
赴,赴,赴,赴,赴,
淸,淸,淸,淸,淸,清
細,細,細,细,細,细
律,律,律,律,律,
燃,燃,燃,燃,燃,
悖,悖,悖,悖,悖,
啻,啻,啻,啻,啻,
喂,喂,喂,喂,喂,餧餵
俚,俚,俚,俚,俚,
憶,憶,憶,忆,憶,忆
荸,荸,荸,荸,荸,
娜,娜,娜,娜,娜,
嗾,嗾,嗾,嗾,嗾,
居,居,居,居,居,㞐
恪,恪,恪,恪,恪,
鄕,鄕,鄕,鄕,鄕,郷鄉
忱,忱,忱,忱,忱,
褻,褻,褻,亵,褻,䙝亵褺
颶,颶,颶,飓,颶,飓
吋,吋,吋,吋,吋,
銜,銜,銜,衔,銜,㘅衔
蓓,蓓,蓓,蓓,蓓,
攪,攪,攪,搅,撹,搅搞撹
鶯,鶯,鶯,莺,鶯,莺鴬鸎
葦,葦,葦,苇,葦,苇
播,播,播,播,播,
友,友,友,友,友,
哄,哄,哄,哄,哄,閧鬨
驀,驀,驀,蓦,驀,蓦
取,取,取,取,取,
仙,仙,仙,仙,仙,僊
軍,軍,軍,军,軍,军
孝,孝,孝,孝,孝,
太,太,太,太,太,
芟,芟,芟,芟,芟,𠚹
醣,醣,醣,糖,醣,
旦,旦,旦,旦,旦,蛋
頰,頰,頰,颊,頰,頬颊
絞,絞,絞,绞,絞,绞
緣,緣,緣,缘,縁,縁缘
釵,釵,釵,钗,釵,钗
秉,秉,秉,秉,秉,
窮,窮,窮,穷,窮,穷竆
鵠,鵠,鵠,鹄,鵠,鹄
糸,糸,糸,糸,糸,糹絲纟
棣,棣,棣,棣,棣,
本,本,本,本,本,夲
掉,掉,掉,掉,掉,
肱,肱,肱,肱,肱,厷
鷹,鷹,鷹,鹰,鷹,鹰
內,內,內,内,内,内
碩,碩,碩,硕,碩,硕
妞,妞,妞,妞,妞,
嚅,嚅,嚅,嚅,嚅,
席,席,席,席,席,蓆
牡,牡,牡,牡,牡,
跼,跼,跼,跼,跼,
水,水,水,水,水,氵
汞,汞,汞,汞,汞,
訴,訴,訴,诉,訴,愬诉
談,談,談,谈,談,譚谈
亦,亦,亦,亦,亦,
深,深,深,深,深,
觸,觸,觸,触,触,触
怖,怖,怖,怖,怖,
瀨,瀨,瀨,濑,瀬,濑瀬
澎,澎,澎,澎,澎,
迅,迅,迅,迅,迅,
淚,淚,淚,泪,涙,泪涙
諾,諾,諾,诺,諾,诺
熙,熙,熙,熙,熙,煕熈
他,他,他,他,他,她牠
寤,寤,寤,寤,寤,
軸,軸,軸,轴,軸,轴
潢,潢,潢,潢,潢,
榘,榘,榘,矩,榘,矩
蠍,蠍,蠍,蝎,蠍,蝎
丰,丰,丰,丰,丰,豐
梵,梵,梵,梵,梵,
仞,仞,仞,仞,仞,仭
蜻,蜻,蜻,蜻,蜻,
大,大,大,大,大,
構,構,構,构,構,搆构
螟,螟,螟,螟,螟,
摩,摩,摩,摩,摩,
咬,咬,咬,咬,咬,齩
贅,贅,贅,赘,贅,赘
宰,宰,宰,宰,宰,
惱,惱,惱,恼,悩,恼悩
